Wed Nov 19 13:23:00 2003
FISH v1.0
FISH is copyright (c)2003, University of North Carolina at Chapel Hill
Authors: Sugata Chakravarty and Todd J. Vision

-parameters
	MIN_SCORE = 200
	MAX_DIST = 10

-contigs

    contig   markers  features
     13709         3          -1 AT3g56050
     13710         3          -1 AT3g56060
     13711         3          -1 AT3g56070
     13712         3          -1 AT3g56080
     13713         3          -1 AT3g56090
     13714         3          -1 AT3g56100
     13715         3          -1 AT3g56110
     13716         3           1 AT3g56120
     13717         3           1 AT3g56130
     13718         3           1 AT3g56140
     13719         3          -1 AT3g56150
     13720         3          -1 AT3g56160
     13721         3           1 AT3g56170
     13722         3           1 AT3g56180
     13723         3          -1 AT3g56190
     13724         3           1 AT3g56200
     13725         3          -1 AT3g56210
     13726         3           1 AT3g56220
     13727         3          -1 AT3g56230
     13728         3          -1 AT3g56240
     13729         3           1 AT3g56250
     13730         3          -1 AT3g56260
     13731         3           1 AT3g56270
     13732         3           1 AT3g56280
     13733         3          -1 AT3g56290
     13734         3           1 AT3g56300
     13735         3           1 AT3g56310
     13736         3          -1 AT3g56320
     13737         3           1 AT3g56330
     13738         3          -1 AT3g56340
     13739         3          -1 AT3g56350
     13740         3           1 AT3g56360
     13741         3          -1 AT3g56370
     13742         3           1 AT3g56380
     13743         3           1 AT3g56390
     13744         3          -1 AT3g56400
     13745         3          -1 AT3g56410
     13746         3          -1 AT3g56420
     13747         3          -1 AT3g56430
     13748         3           1 AT3g56440
     13749         3           1 AT3g56450
     13750         3          -1 AT3g56460
     13751         3           1 AT3g56470
     13752         3          -1 AT3g56480
     13753         3           1 AT3g56490
     13754         3           1 AT3g56500
     13755         3          -1 AT3g56510
     13756         3          -1 AT3g56520
     13757         3          -1 AT3g56530
     13758         3           1 AT3g56540
     13759         3          -1 AT3g56550
     13760         3           1 AT3g56560
     13761         3           1 AT3g56570
     13762         3           1 AT3g56580
     13763         3          -1 AT3g56590
     13764         3           1 AT3g56600
     13765         3          -1 AT3g56610
     13766         3          -1 AT3g56620
     13767         3           1 AT3g56630
     13768         3           1 AT3g56640
     13769         3           1 AT3g56650
     13770         3          -1 AT3g56660
     13771         3          -1 AT3g56670
     13772         3           1 AT3g56680
     13773         3          -1 AT3g56690
     13774         3          -1 AT3g56700
     13775         3          -1 AT3g56710
     13776         3           1 AT3g56720
     13777         3           1 AT3g56730
     13778         3           1 AT3g56740
     13779         3          -1 AT3g56750
     13780         3          -1 AT3g56760
     13781         3          -1 AT3g56770
     13782         3           1 AT3g56780
     13783         3          -1 AT3g56790
     13784         3          -1 AT3g56800
     13785         3          -1 AT3g56810
     13786         3          -1 AT3g56820
     13787         3          -1 AT3g56830
     13788         3           1 AT3g56840
     13789         3          -1 AT3g56850
     13790         3          -1 AT3g56860
     13791         3           1 AT3g56870
     13792         3           1 AT3g56880
     13793         3          -1 AT3g56890
     13794         3           1 AT3g56900
     13795         3          -1 AT3g56910
     13796         3           1 AT3g56920
     13796         3           1 AT3g56930
     13797         3           1 AT3g56940
     13798         3          -1 AT3g56950
     13799         3           1 AT3g56960
     13800         3          -1 AT3g56970
     13800         3          -1 AT3g56980
     13801         3          -1 AT3g56990
     13802         3           1 AT3g57000
     13803         3          -1 AT3g57010
     13803         3          -1 AT3g57020
     13803         3          -1 AT3g57030
     13804         3           1 AT3g57040
     13805         3          -1 AT3g57050
     13806         3          -1 AT3g57060
     13807         3           1 AT3g57070
     13808         3           1 AT3g57080
     13809         3           1 AT3g57090
     13810         3          -1 AT3g57100
     13811         3           1 AT3g57110
     13812         3           1 AT3g57120
     13813         3           1 AT3g57130
     13814         3          -1 AT3g57140
     13815         3          -1 AT3g57150
     13816         3           1 AT3g57160
     13817         3          -1 AT3g57170
     13818         3          -1 AT3g57180
     13819         3           1 AT3g57190
     13820         3           1 AT3g57200
     13821         3          -1 AT3g57210
     13822         3           1 AT3g57220
     13823         3           1 AT3g57230
     13824         3          -1 AT3g57240
     13824         3          -1 AT3g57260
     13824         3          -1 AT3g57270
     13825         3           1 AT3g57250
     13826         3           1 AT3g57280
     13827         3          -1 AT3g57290
     13828         3           1 AT3g57300
     13829         3          -1 AT3g57310
     13830         3           1 AT3g57320
     13831         3          -1 AT3g57330
     13832         3           1 AT3g57340
     13833         3          -1 AT3g57350
     13834         3           1 AT3g57360
     13835         3          -1 AT3g57370
     13836         3           1 AT3g57380
     13837         3           1 AT3g57390
     13838         3           1 AT3g57400
     13839         3          -1 AT3g57410
     13840         3          -1 AT3g57420
     13841         3          -1 AT3g57430
     13842         3           1 AT3g57440
     13843         3           1 AT3g57450
     13844         3          -1 AT3g57460
     13845         3          -1 AT3g57470
     13846         3          -1 AT3g57480
     13847         3          -1 AT3g57490
     13848         3           1 AT3g57500
     13849         3          -1 AT3g57510
     13850         3          -1 AT3g57520
     13851         3          -1 AT3g57530
     13852         3          -1 AT3g57540
     13853         3           1 AT3g57550
     13854         3          -1 AT3g57560
     13855         3           1 AT3g57570
     13856         3          -1 AT3g57580
     13856         3          -1 AT3g57590
     13857         3           1 AT3g57600
     13858         3          -1 AT3g57610
     13859         3           1 AT3g57620
     13860         3          -1 AT3g57630
     13861         3          -1 AT3g57640
     13862         3           1 AT3g57650
     13863         3           1 AT3g57660
     13864         3           1 AT3g57670
     13865         3           1 AT3g57680
     13866         3           1 AT3g57690
     13867         3           1 AT3g57700
     13867         3           1 AT3g57770
     13868         3          -1 AT3g57710
     13868         3          -1 AT3g57720
     13868         3          -1 AT3g57730
     13869         3           1 AT3g57740
     13870         3           1 AT3g57750
     13871         3           1 AT3g57760
     13872         3          -1 AT3g57780
     13873         3          -1 AT3g57790
     13874         3          -1 AT3g57800
     13875         3           1 AT3g57810
     13876         3          -1 AT3g57820
     13877         3           1 AT3g57830
     13878         3           1 AT3g57840
     13879         3           1 AT3g57850
     13880         3           1 AT3g57860
     13881         3          -1 AT3g57870
     13882         3          -1 AT3g57880
     13883         3           1 AT3g57890
     13884         3          -1 AT3g57900
     13885         3           1 AT3g57910
     13886         3          -1 AT3g57920
     13887         3          -1 AT3g57930
     13888         3           1 AT3g57940
     13889         3           1 AT3g57950
     13890         3           1 AT3g57960
     13891         3           1 AT3g57970
     13892         3          -1 AT3g57980
     13893         3          -1 AT3g57990
     13894         3           1 AT3g58000
     13895         3          -1 AT3g58010
     13896         3           1 AT3g58020
     13897         3           1 AT3g58030
     13898         3           1 AT3g58040
     13899         3           1 AT3g58050
     13900         3          -1 AT3g58060
     13901         3          -1 AT3g58070
     13902         3          -1 AT3g58080
     13903         3          -1 AT3g58090
     13904         3          -1 AT3g58100
     13905         3           1 AT3g58110
     13906         3          -1 AT3g58120
     13907         3           1 AT3g58130
     13908         3          -1 AT3g58140
     13909         3          -1 AT3g58150
     13910         3           1 AT3g58160
     13911         3          -1 AT3g58170
     13912         3           1 AT3g58180
     13913         3          -1 AT3g58190
     13914         3          -1 AT3g58200
     13915         3          -1 AT3g58210
     13915         3          -1 AT3g58220
     13915         3          -1 AT3g58250
     13915         3          -1 AT3g58270
     13915         3          -1 AT3g58360
     13916         3          -1 AT3g58230
     13917         3          -1 AT3g58240
     13918         3          -1 AT3g58260
     13919         3          -1 AT3g58280
     13920         3          -1 AT3g58290
     13921         3          -1 AT3g58300
     13921         3          -1 AT3g58330
     13922         3          -1 AT3g58310
     13923         3          -1 AT3g58320
     13924         3          -1 AT3g58340
     13925         3          -1 AT3g58350
     13925         3          -1 AT3g58360
     13925         3          -1 AT3g58400
     13926         3          -1 AT3g58370
     13926         3          -1 AT3g58410
     13926         3          -1 AT3g58430
     13927         3          -1 AT3g58380
     13928         3          -1 AT3g58390
     13929         3          -1 AT3g58420
     13930         3          -1 AT3g58440
     13931         3           1 AT3g58450
     13932         3          -1 AT3g58460
     13933         3          -1 AT3g58470
     13934         3           1 AT3g58480
     13935         3           1 AT3g58490
     13936         3          -1 AT3g58500
     13937         3           1 AT3g58510
     13937         3           1 AT3g58570
     13938         3          -1 AT3g58520
     13939         3           1 AT3g58530
     13940         3           1 AT3g58540
     13941         3          -1 AT3g58550
     13942         3          -1 AT3g58560
     13942         3          -1 AT3g58580
     13943         3           1 AT3g58590
     13944         3          -1 AT3g58600
     13945         3           1 AT3g58610
     13946         3           1 AT3g58620
     13947         3          -1 AT3g58630
     13948         3          -1 AT3g58640
     13949         3          -1 AT3g58650
     13950         3           1 AT3g58660
     13951         3          -1 AT3g58670
     13952         3           1 AT3g58680
     13953         3           1 AT3g58690
     13954         3           1 AT3g58700
     13955         3           1 AT3g58710
     13956         3          -1 AT3g58720
     13957         3          -1 AT3g58730
     13958         3          -1 AT3g58740
     13958         3          -1 AT3g58750
     13959         3           1 AT3g58760
     13960         3           1 AT3g58770
     13961         3           1 AT3g58780
     13962         3          -1 AT3g58790
     13963         3           1 AT3g58800
     13964         3           1 AT3g58810
     13965         3           1 AT3g58820
     13965         3           1 AT3g58860
     13965         3           1 AT3g58880
     13965         3           1 AT3g58890
     13965         3           1 AT3g58900
     13965         3           1 AT3g58940
     13965         3           1 AT3g58950
     13966         3          -1 AT3g58830
     13967         3          -1 AT3g58840
     13968         3          -1 AT3g58850
     13969         3          -1 AT3g58870
     13970         3          -1 AT3g58910
     13971         3           1 AT3g58920
     13972         3          -1 AT3g58930
     13972         3          -1 AT3g58940
     13972         3          -1 AT3g58950
     13972         3          -1 AT3g58980
     13972         3          -1 AT3g59000
     13973         3          -1 AT3g58960
     13974         3          -1 AT3g58970
     13975         3          -1 AT3g58990
     13976         3          -1 AT3g59010
     13977         3          -1 AT3g59020
     13978         3           1 AT3g59030
     13979         3          -1 AT3g59040
     13980         3          -1 AT3g59050
     13981         3          -1 AT3g59060
     13982         3          -1 AT3g59070
     13983         3           1 AT3g59080
     13984         3           1 AT3g59090
     13985         3           1 AT3g59100
     13986         3           1 AT3g59110
     13987         3          -1 AT3g59120
     13987         3          -1 AT3g59130
     13988         3          -1 AT3g59140
     13989         3           1 AT3g59150
     13990         3           1 AT3g59160
     13990         3           1 AT3g59170
     13991         3           1 AT3g59180
     13991         3           1 AT3g59190
     13992         3           1 AT3g59200
     13993         3           1 AT3g59210
     13993         3           1 AT3g59230
     13994         3           1 AT3g59220
     13994         3           1 AT3g59260
     13995         3          -1 AT3g59240
     13995         3          -1 AT3g59250
     13996         3          -1 AT3g59270
     13997         3          -1 AT3g59280
     13998         3           1 AT3g59290
     13999         3           1 AT3g59300
     14000         3          -1 AT3g59310
     14000         3          -1 AT3g59320
     14000         3          -1 AT3g59340
     14001         3          -1 AT3g59330
     14002         3           1 AT3g59350
     14003         3          -1 AT3g59360
     14004         3          -1 AT3g59370
     14005         3           1 AT3g59380
     14006         3           1 AT3g59390
     14007         3          -1 AT3g59400
     14008         3           1 AT3g59410
     14009         3          -1 AT3g59420
     14010         3          -1 AT3g59430
     14011         3           1 AT3g59440
     14012         3           1 AT3g59450
     14013         3           1 AT3g59460
     14014         3          -1 AT3g59470
     14015         3           1 AT3g59480
     14016         3          -1 AT3g59490
     14017         3           1 AT3g59500
     14018         3          -1 AT3g59510
     14019         3           1 AT3g59520
     14020         3           1 AT3g59530
     14021         3          -1 AT3g59540
     14022         3           1 AT3g59550
     14023         3          -1 AT3g59560
     14024         3          -1 AT3g59570
     14025         3           1 AT3g59580
     14026         3           1 AT3g59590
     14027         3           1 AT3g59600
     14028         3           1 AT3g59610
     14029         3           1 AT3g59620
     14030         3          -1 AT3g59630
     14031         3           1 AT3g59640
     14032         3           1 AT3g59650
     14033         3          -1 AT3g59660
     14034         3           1 AT3g59670
     14035         3           1 AT3g59680
     14036         3           1 AT3g59690
     14037         3           1 AT3g59700
     14037         3           1 AT3g59730
     14037         3           1 AT3g59740
     14037         3           1 AT3g59750
     14038         3          -1 AT3g59710
     14039         3           1 AT3g59720
     14040         3          -1 AT3g59760
     14041         3          -1 AT3g59770
     14042         3           1 AT3g59780
     14043         3           1 AT3g59790
     14044         3          -1 AT3g59800
     14045         3           1 AT3g59810
     14046         3          -1 AT3g59820
     14047         3          -1 AT3g59830
     14048         3          -1 AT3g59840
     14049         3          -1 AT3g59850
     14050         3          -1 AT3g59860
     14051         3          -1 AT3g59870
     14052         3           1 AT3g59880
     14053         3          -1 AT3g59890
     14054         3           1 AT3g59900
     14055         3          -1 AT3g59910
     14056         3           1 AT3g59920
     14057         3          -1 AT3g59930
     14058         3           1 AT3g59940
     14059         3          -1 AT3g59950
     14060         3           1 AT3g59960
     14061         3           1 AT3g59970
     14062         3          -1 AT3g59980
     14063         3          -1 AT3g59990
     14064         3           1 AT3g60000
     14065         3          -1 AT3g60010
     14066         3          -1 AT3g60020
     14067         3          -1 AT3g60030
     14068         3          -1 AT3g60040
     14068         3          -1 AT3g60050
     14069         3           1 AT3g60060
     14070         3          -1 AT3g60070
     14071         3           1 AT3g60080
     14072         3           1 AT3g60090
     14073         3           1 AT3g60100
     14074         3           1 AT3g60110
     14075         3           1 AT3g60120
     14075         3           1 AT3g60130
     14075         3           1 AT3g60140
     14076         3           1 AT3g60150
     14077         3          -1 AT3g60160
     14078         3           1 AT3g60170
     14079         3          -1 AT3g60180
     14080         3          -1 AT3g60190
     14081         3           1 AT3g60200
     14082         3          -1 AT3g60210
     14083         3          -1 AT3g60220
     14084         3           1 AT3g60230
     14085         3           1 AT3g60240
     14086         3          -1 AT3g60250
     14087         3           1 AT3g60260
     14088         3          -1 AT3g60270
     14089         3          -1 AT3g60280
     14090         3           1 AT3g60290
     14091         3           1 AT3g60300
     14092         3           1 AT3g60310
     14093         3          -1 AT3g60320
     14094         3           1 AT3g60330
     14095         3           1 AT3g60340
     14096         3          -1 AT3g60350
     14097         3          -1 AT3g60360
     14098         3          -1 AT3g60370
     14099         3          -1 AT3g60380
     14100         3          -1 AT3g60390
     14101         3           1 AT3g60400
     14102         3           1 AT3g60410
     14103         3           1 AT3g60420
     14103         3           1 AT3g60430
     14103         3           1 AT3g60440
     14103         3           1 AT3g60450
     14104         3          -1 AT3g60460
     14105         3           1 AT3g60470
     14106         3          -1 AT3g60480
     14107         3           1 AT3g60490
     14108         3           1 AT3g60500
     14109         3          -1 AT3g60510
     14110         3          -1 AT3g60520
     14111         3           1 AT3g60530
     14112         3          -1 AT3g60540
     14113         3           1 AT3g60550
     14114         3           1 AT3g60560
     14115         3           1 AT3g60570
     14116         3           1 AT3g60580
     14117         3           1 AT3g60590
     14118         3           1 AT3g60600
     14119         3          -1 AT3g60610
     14120         3           1 AT3g60620
     14121         3          -1 AT3g60630
     14122         3           1 AT3g60640
     14123         3           1 AT3g60650
     14124         3           1 AT3g60660
     14125         3          -1 AT3g60670
     14126         3           1 AT3g60680
     14127         3           1 AT3g60690
     14128         3           1 AT3g60700
     14129         3           1 AT3g60710
     14130         3           1 AT3g60720
     14131         3           1 AT3g60730
     14132         3          -1 AT3g60740
     14133         3           1 AT3g60750
     14134         3          -1 AT3g60760
     14135         3          -1 AT3g60770
     14136         3           1 AT3g60780
     14137         3           1 AT3g60790
     14138         3          -1 AT3g60800
     14139         3           1 AT3g60810
     14140         3          -1 AT3g60820
     14141         3           1 AT3g60830
     14142         3          -1 AT3g60840
     14143         3           1 AT3g60850
     14144         3           1 AT3g60860
     14145         3           1 AT3g60870
     14146         3           1 AT3g60880
     14147         3          -1 AT3g60890
     14148         3          -1 AT3g60900
     14149         3           1 AT3g60910
     14150         3          -1 AT3g60920
     14151         3           1 AT3g60930
     14152         3          -1 AT3g60940
     14153         3           1 AT3g60950
     14153         3           1 AT3g61030
     14153         3           1 AT3g61050
     14154         3           1 AT3g60960
     14155         3           1 AT3g60970
     14156         3          -1 AT3g60980
     14157         3          -1 AT3g60990
     14158         3          -1 AT3g61000
     14159         3          -1 AT3g61010
     14160         3           1 AT3g61020
     14161         3          -1 AT3g61040
     14162         3           1 AT3g61060
     14163         3          -1 AT3g61070
     14164         3           1 AT3g61080
     14165         3          -1 AT3g61090
     14166         3          -1 AT3g61100
     14167         3           1 AT3g61110
     14168         3          -1 AT3g61120
     14169         3           1 AT3g61130
     14170         3           1 AT3g61140
     14171         3           1 AT3g61150
     14172         3           1 AT3g61160
     14173         3          -1 AT3g61170
     14174         3           1 AT3g61180
     14175         3          -1 AT3g61190
     14176         3          -1 AT3g61200
     14177         3          -1 AT3g61210
     14178         3           1 AT3g61220
     14179         3          -1 AT3g61230
     14180         3           1 AT3g61240
     14181         3           1 AT3g61250
     14182         3          -1 AT3g61260
     14183         3           1 AT3g61270
     14183         3           1 AT3g61280
     14183         3           1 AT3g61290
     14184         3           1 AT3g61300
     14185         3          -1 AT3g61310
     14186         3           1 AT3g61320
     14187         3          -1 AT3g61330
     14188         3          -1 AT3g61340
     14189         3           1 AT3g61350
     14190         3          -1 AT3g61360
     14191         3           1 AT3g61370
     14192         3          -1 AT3g61380
     14193         3           1 AT3g61390
     14194         3           1 AT3g61400
     14195         3           1 AT3g61410
     14196         3          -1 AT3g61420
     14197         3           1 AT3g61430
     14198         3           1 AT3g61440
     14199         3           1 AT3g61450
     14200         3          -1 AT3g61460
     14201         3           1 AT3g61470
     14202         3           1 AT3g61480
     14203         3           1 AT3g61490
     14204         3          -1 AT3g61500
     14205         3          -1 AT3g61510
     14206         3          -1 AT3g61520
     14207         3          -1 AT3g61530
     14208         3           1 AT3g61540
     14209         3           1 AT3g61550
     14210         3           1 AT3g61560
     14211         3          -1 AT3g61570
     14212         3           1 AT3g61580
     14213         3           1 AT3g61590
     14214         3           1 AT3g61600
     14215         3           1 AT3g61610
     14216         3          -1 AT3g61620
     14217         3           1 AT3g61630
     14218         3          -1 AT3g61640
     14219         3          -1 AT3g61650
     14220         3           1 AT3g61660
     14221         3           1 AT3g61670
     14222         3           1 AT3g61680
     14223         3           1 AT3g61690
     14224         3           1 AT3g61700
     14225         3          -1 AT3g61710
     14226         3          -1 AT3g61720
     14227         3          -1 AT3g61730
     14228         3          -1 AT3g61740
     14229         3          -1 AT3g61750
     14230         3          -1 AT3g61760
     14231         3           1 AT3g61770
     14232         3          -1 AT3g61780
     14233         3          -1 AT3g61790
     14234         3          -1 AT3g61800
     14235         3           1 AT3g61810
     14236         3          -1 AT3g61820
     14237         3           1 AT3g61830
     14238         3           1 AT3g61840
     14239         3           1 AT3g61850
     14240         3          -1 AT3g61860
     14241         3           1 AT3g61870
     14242         3          -1 AT3g61880
     14243         3          -1 AT3g61890
     14244         3           1 AT3g61900
     14245         3          -1 AT3g61910
     14246         3          -1 AT3g61920
     14247         3           1 AT3g61930
     14248         3           1 AT3g61940
     14249         3           1 AT3g61950
     14250         3          -1 AT3g61960
     14251         3           1 AT3g61970
     14252         3          -1 AT3g61980
     14253         3          -1 AT3g61990
     14253         3          -1 AT3g62000
     14254         3           1 AT3g62010
     14255         3          -1 AT3g62020
     14256         3           1 AT3g62030
     14257         3          -1 AT3g62040
     14258         3           1 AT3g62050
     14259         3           1 AT3g62060
     14260         3          -1 AT3g62070
     14261         3           1 AT3g62080
     14262         3          -1 AT3g62090
     14263         3           1 AT3g62100
     14264         3          -1 AT3g62110
     14265         3          -1 AT3g62120
     14266         3           1 AT3g62130
     14267         3           1 AT3g62140
     14268         3          -1 AT3g62150
     14269         3          -1 AT3g62160
     14270         3          -1 AT3g62170
     14271         3          -1 AT3g62180
     14272         3           1 AT3g62190
     14273         3          -1 AT3g62200
     14273         3          -1 AT3g62210
     14274         3          -1 AT3g62220
     14275         3           1 AT3g62230
     14276         3          -1 AT3g62240
     14277         3           1 AT3g62250
     14278         3          -1 AT3g62260
     14279         3          -1 AT3g62270
     14280         3          -1 AT3g62280
     14281         3           1 AT3g62290
     14282         3           1 AT3g62300
     14283         3          -1 AT3g62310
     14284         3          -1 AT3g62320
     14285         3          -1 AT3g62330
     14286         3          -1 AT3g62340
     14287         3          -1 AT3g62350
     14288         3          -1 AT3g62360
     14289         3           1 AT3g62370
     14290         3          -1 AT3g62380
     14291         3          -1 AT3g62390
     14292         3           1 AT3g62400
     14293         3           1 AT3g62410
     14294         3          -1 AT3g62420
     14295         3          -1 AT3g62430
     14296         3          -1 AT3g62440
     14297         3           1 AT3g62450
     14298         3          -1 AT3g62460
     14299         3          -1 AT3g62470
     14299         3          -1 AT3g62530
     14299         3          -1 AT3g62540
     14300         3          -1 AT3g62480
     14301         3          -1 AT3g62490
     14302         3           1 AT3g62500
     14303         3           1 AT3g62510
     14304         3           1 AT3g62520
     14305         3           1 AT3g62550
     14306         3           1 AT3g62560
     14307         3           1 AT3g62570
     14308         3           1 AT3g62580
     14309         3          -1 AT3g62590
     14310         3          -1 AT3g62600
     14311         3           1 AT3g62610
     14312         3           1 AT3g62620
     14313         3          -1 AT3g62630
     14314         3          -1 AT3g62640
     14315         3           1 AT3g62650
     14316         3           1 AT3g62660
     14317         3          -1 AT3g62670
     14318         3           1 AT3g62680
     14319         3          -1 AT3g62690
     14320         3          -1 AT3g62700
     14321         3          -1 AT3g62710
     14322         3           1 AT3g62720
     14323         3          -1 AT3g62730
     14324         3           1 AT3g62740
     14324         3           1 AT3g62750
     14325         3          -1 AT3g62760
     14326         3          -1 AT3g62770
     14327         3          -1 AT3g62780
     14328         3          -1 AT3g62790
     14329         3          -1 AT3g62800
     14330         3           1 AT3g62810
     14331         3           1 AT3g62820
     14332         3           1 AT3g62830
     14333         3          -1 AT3g62840
     14334         3          -1 AT3g62850
     14335         3          -1 AT3g62860
     14336         3          -1 AT3g62870
     14337         3          -1 AT3g62880
     14338         3           1 AT3g62890
     14339         3          -1 AT3g62900
     14340         3          -1 AT3g62910
     14341         3           1 AT3g62920
     14342         3          -1 AT3g62930
     14343         3          -1 AT3g62940
     14344         3           1 AT3g62950
     14345         3           1 AT3g62960
     14346         3           1 AT3g62970
     14347         3          -1 AT3g62980
     14348         3           1 AT3g62990
     14349         3           1 AT3g63000
     14350         3           1 AT3g63010
     14351         3           1 AT3g63020
     14352         3           1 AT3g63030
     14353         3          -1 AT3g63040
     14354         3          -1 AT3g63050
     14355         3          -1 AT3g63060
     14356         3           1 AT3g63070
     14357         3           1 AT3g63080
     14358         3           1 AT3g63090
     14359         3          -1 AT3g63100
     14360         3          -1 AT3g63110
     14361         3          -1 AT3g63120
     14362         3           1 AT3g63130
     14363         3          -1 AT3g63140
     14364         3          -1 AT3g63150
     14365         3          -1 AT3g63160
     14366         3           1 AT3g63170
     14367         3          -1 AT3g63180
     14368         3          -1 AT3g63190
     14369         3           1 AT3g63200
     14370         3          -1 AT3g63210
     14371         3          -1 AT3g63220
     14372         3           1 AT3g63230
     14373         3          -1 AT3g63240
     14374         3          -1 AT3g63250
     14375         3          -1 AT3g63260
     14376         3          -1 AT3g63270
     14377         3           1 AT3g63280
     14378         3           1 AT3g63290
     14379         3           1 AT3g63300
     14380         3          -1 AT3g63310
     14381         3          -1 AT3g63320
     14381         3          -1 AT3g63340
     14382         3          -1 AT3g63330
     14383         3           1 AT3g63350
     14384         3          -1 AT3g63360
     14385         3           1 AT3g63370
     14386         3          -1 AT3g63380
     14387         3          -1 AT3g63390
     14388         3           1 AT3g63400
     14389         3          -1 AT3g63410
     14390         3           1 AT3g63420
     14391         3           1 AT3g63430
     14392         3           1 AT3g63440
     14393         3          -1 AT3g63450
     14394         3          -1 AT3g63460
     14395         3           1 AT3g63470
     14396         3          -1 AT3g63480
     14397         3           1 AT3g63490
     14398         3          -1 AT3g63500
     14399         3           1 AT3g63510
     14400         3           1 AT3g63520
     14401         4          -1 AT4g00010
     14401         4          -1 AT4g00020
     14402         4           1 AT4g00030
     14403         4           1 AT4g00040
     14404         4           1 AT4g00050
     14405         4           1 AT4g00060
     14406         4          -1 AT4g00070
     14407         4           1 AT4g00080
     14408         4           1 AT4g00090
     14409         4           1 AT4g00100
     14410         4          -1 AT4g00110
     14411         4          -1 AT4g00120
     14412         4           1 AT4g00130
     14413         4          -1 AT4g00140
     14414         4          -1 AT4g00150
     14415         4           1 AT4g00160
     14416         4          -1 AT4g00170
     14417         4          -1 AT4g00180
     14418         4          -1 AT4g00190
     14419         4          -1 AT4g00200
     14420         4          -1 AT4g00210
     14421         4           1 AT4g00220
     14422         4           1 AT4g00230
     14423         4          -1 AT4g00240
     14424         4          -1 AT4g00250
     14425         4           1 AT4g00260
     14426         4          -1 AT4g00270
     14427         4          -1 AT4g00280
     14428         4          -1 AT4g00290
     14429         4           1 AT4g00300
     14430         4           1 AT4g00310
     14431         4           1 AT4g00320
     14432         4          -1 AT4g00330
     14433         4           1 AT4g00340
     14434         4           1 AT4g00350
     14435         4           1 AT4g00360
     14436         4          -1 AT4g00370
     14437         4           1 AT4g00380
     14438         4          -1 AT4g00390
     14439         4          -1 AT4g00400
     14439         4          -1 AT4g00410
     14440         4          -1 AT4g00420
     14441         4          -1 AT4g00430
     14442         4           1 AT4g00440
     14443         4           1 AT4g00450
     14444         4          -1 AT4g00460
     14445         4          -1 AT4g00470
     14446         4          -1 AT4g00480
     14447         4           1 AT4g00490
     14448         4          -1 AT4g00500
     14449         4           1 AT4g00510
     14450         4           1 AT4g00520
     14451         4          -1 AT4g00530
     14452         4          -1 AT4g00540
     14453         4          -1 AT4g00550
     14454         4          -1 AT4g00560
     14455         4          -1 AT4g00570
     14456         4           1 AT4g00580
     14457         4           1 AT4g00590
     14458         4          -1 AT4g00600
     14458         4          -1 AT4g00620
     14459         4          -1 AT4g00610
     14460         4          -1 AT4g00630
     14461         4          -1 AT4g00640
     14462         4           1 AT4g00650
     14463         4           1 AT4g00660
     14464         4          -1 AT4g00670
     14465         4          -1 AT4g00680
     14466         4           1 AT4g00690
     14467         4           1 AT4g00700
     14468         4           1 AT4g00710
     14469         4          -1 AT4g00720
     14470         4          -1 AT4g00730
     14471         4          -1 AT4g00740
     14471         4          -1 AT4g00750
     14472         4          -1 AT4g00760
     14473         4           1 AT4g00770
     14474         4           1 AT4g00780
     14475         4          -1 AT4g00790
     14476         4          -1 AT4g00800
     14477         4          -1 AT4g00810
     14478         4           1 AT4g00820
     14479         4           1 AT4g00830
     14480         4          -1 AT4g00840
     14481         4           1 AT4g00850
     14482         4          -1 AT4g00860
     14483         4          -1 AT4g00870
     14484         4          -1 AT4g00880
     14485         4          -1 AT4g00890
     14486         4          -1 AT4g00900
     14487         4          -1 AT4g00910
     14488         4           1 AT4g00920
     14489         4           1 AT4g00930
     14490         4          -1 AT4g00940
     14491         4          -1 AT4g00950
     14492         4           1 AT4g00960
     14492         4           1 AT4g00970
     14493         4          -1 AT4g00980
     14494         4           1 AT4g00990
     14495         4          -1 AT4g01000
     14496         4          -1 AT4g01010
     14497         4           1 AT4g01020
     14498         4          -1 AT4g01030
     14499         4           1 AT4g01040
     14500         4           1 AT4g01050
     14501         4           1 AT4g01060
     14502         4          -1 AT4g01070
     14503         4          -1 AT4g01080
     14504         4          -1 AT4g01090
     14505         4           1 AT4g01100
     14506         4          -1 AT4g01110
     14507         4          -1 AT4g01120
     14508         4           1 AT4g01130
     14509         4          -1 AT4g01140
     14510         4           1 AT4g01150
     14511         4          -1 AT4g01160
     14512         4           1 AT4g01170
     14513         4          -1 AT4g01180
     14514         4          -1 AT4g01190
     14515         4          -1 AT4g01200
     14516         4          -1 AT4g01210
     14517         4          -1 AT4g01220
     14518         4          -1 AT4g01230
     14519         4          -1 AT4g01240
     14520         4          -1 AT4g01250
     14521         4          -1 AT4g01260
     14522         4           1 AT4g01270
     14523         4           1 AT4g01280
     14524         4          -1 AT4g01290
     14525         4          -1 AT4g01300
     14526         4          -1 AT4g01310
     14527         4           1 AT4g01320
     14528         4           1 AT4g01330
     14529         4           1 AT4g01340
     14530         4           1 AT4g01350
     14531         4           1 AT4g01360
     14532         4           1 AT4g01370
     14533         4          -1 AT4g01380
     14534         4          -1 AT4g01390
     14535         4          -1 AT4g01400
     14536         4           1 AT4g01410
     14537         4          -1 AT4g01420
