Wed Nov 19 13:23:03 2003
FISH v1.0
FISH is copyright (c)2003, University of North Carolina at Chapel Hill
Authors: Sugata Chakravarty and Todd J. Vision

Control File = control.txt

-parameters
	T = 0.05
	total points = 22068
	total_features = 23321
	total_cells = 2.71923e+08
	h = 8.11554e-05
	d_T = 25.6408
	Min_Block_Size = 3
	block_prob = 0.001
	total_blocks = 508


-block 0
    points   contig1   contig2
       79        1        1

	point	dist	markers	orientation


-block 249
    points   contig1   contig2
        4        2        3

	point	dist	markers	orientation
	10726	0	{At2g07620 At2g07630 }{AT3g31980 }	1
	10733	14	{At2g07650 At2g07670 At2g07730 At2g07740 }{AT3g32110 }	-1
	10736	14	{At2g07660 }{AT3g31970 }	1
	10744	20	{At2g10000 At2g10010 }{AT3g31920 }	1


-block 250
    points   contig1   contig2
        4        2        3

	point	dist	markers	orientation
	10779	0	{At2g12100 At2g12110 At2g12120 At2g12130 }{AT3g42610 }	1
	10780	2	{At2g12140 }{AT3g42620 }	1
	10786	16	{At2g12240 At2g12250 At2g12300 }{AT3g42720 }	1
	10798	25	{At2g13000 At2g13160 At2g13310 }{AT3g42650 }	1


-block 251
    points   contig1   contig2
        4        2        3

	point	dist	markers	orientation
	10787	0	{At2g12520 }{AT3g30810 }	-1
	10793	13	{At2g13000 At2g13160 At2g13310 }{AT3g30780 AT3g30790 }	1
	10796	4	{At2g13070 }{AT3g30810 }	1
	10800	21	{At2g13250 At2g13260 }{AT3g30630 AT3g30655 }	1


-block 252
    points   contig1   contig2
        4        2        3

	point	dist	markers	orientation
	10966	0	{At2g17790 }{AT3g51310 }	-1
	10968	2	{At2g17800 }{AT3g51300 }	1
	10969	8	{At2g17840 }{AT3g51250 }	-1
	10975	24	{At2g18020 }{AT3g51190 }	-1


-block 253
    points   contig1   contig2
        4        2        3

	point	dist	markers	orientation
	11106	0	{At2g23480 }{AT3g32080 }	-1
	11108	2	{At2g23490 }{AT3g32070 }	-1
	11110	2	{At2g23500 }{AT3g32060 }	-1
	11122	25	{At2g23800 }{AT3g32040 }	1


-block 254
    points   contig1   contig2
        4        2        3

	point	dist	markers	orientation
	11276	0	{At2g28530 }{AT3g45630 }	-1
	11282	24	{At2g28620 }{AT3g45850 }	1
	11286	22	{At2g28720 }{AT3g45980 AT3g46030 }	-1
	11300	24	{At2g28960 At2g28970 At2g28990 At2g29000 }{AT3g45920 }	-1


-block 255
    points   contig1   contig2
        4        2        3

	point	dist	markers	orientation
	11757	0	{At2g42230 }{AT3g57890 }	-1
	11760	12	{At2g42290 }{AT3g57830 }	-1
	11761	6	{At2g42310 }{AT3g57790 }	-1
	11763	2	{At2g42320 }{AT3g57780 }	-1


-block 256
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10553	0	{At2g02190 }{AT3g47280 AT3g47310 }	-1
	10555	2	{At2g02200 }{AT3g47270 }	-1
	10556	2	{At2g02210 }{AT3g47260 }	-1


-block 257
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10573	0	{At2g03090 }{AT3g29030 }	1
	10575	17	{At2g03240 At2g03250 At2g03260 }{AT3g29060 }	1
	10577	4	{At2g03290 }{AT3g29070 }	1


-block 258
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10603	0	{At2g04310 }{AT3g32060 }	1
	10605	2	{At2g04320 }{AT3g32070 }	1
	10607	2	{At2g04330 }{AT3g32080 }	1


-block 259
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10604	0	{At2g04320 }{AT3g29700 }	1
	10606	2	{At2g04330 }{AT3g29710 }	1
	10610	19	{At2g04460 }{AT3g29782 }	-1


-block 260
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10625	0	{At2g04960 At2g04970 }{AT3g30450 }	-1
	10629	2	{At2g04980 }{AT3g30440 }	-1
	10640	19	{At2g05080 }{AT3g30560 }	-1


-block 261
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10653	0	{At2g05450 At2g05460 At2g05470 At2g05560 }{AT3g42580 AT3g42590 AT3g42600 }	1
	10655	3	{At2g05480 }{AT3g42620 }	1
	10661	12	{At2g05490 At2g05570 }{AT3g42760 }	1


-block 262
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10654	0	{At2g05450 At2g05460 At2g05470 At2g05560 }{AT3g43380 AT3g43390 }	-1
	10657	3	{At2g05490 At2g05570 }{AT3g43360 AT3g43370 }	-1
	10658	9	{At2g05550 }{AT3g43320 }	1


-block 263
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10679	0	{At2g06150 }{AT3g32210 }	1
	10683	16	{At2g06160 At2g06310 At2g06320 At2g06330 }{AT3g32880 AT3g32890 AT3g32970 }	1
	10688	12	{At2g06430 }{AT3g32900 }	1


-block 264
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10819	0	{At2g13870 }{AT3g30780 AT3g30790 }	-1
	10827	11	{At2g14000 }{AT3g30820 }	-1
	10832	13	{At2g14040 }{AT3g31340 }	-1


-block 265
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10828	0	{At2g14000 }{AT3g44570 }	-1
	10837	21	{At2g14080 }{AT3g44400 AT3g44410 AT3g44480 }	-1
	10846	13	{At2g14130 }{AT3g44500 }	1


-block 266
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10844	0	{At2g14130 }{AT3g30440 }	1
	10848	2	{At2g14140 }{AT3g30450 }	1
	10854	21	{At2g14300 }{AT3g30560 }	-1


-block 267
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10845	0	{At2g14130 }{AT3g32900 }	1
	10849	2	{At2g14140 }{AT3g32910 }	1
	10855	18	{At2g14300 }{AT3g32320 }	1


-block 268
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10894	0	{At2g15140 At2g15190 }{AT3g47260 }	1
	10895	3	{At2g15150 At2g15210 }{AT3g47280 AT3g47310 }	1
	10899	4	{At2g15200 }{AT3g47270 }	1


-block 269
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	10933	0	{At2g16720 }{AT3g13540 }	-1
	10935	25	{At2g16730 }{AT3g13750 }	-1
	10937	24	{At2g16740 }{AT3g13550 }	-1


-block 270
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	11158	0	{At2g24900 }{AT3g30500 }	-1
	11159	2	{At2g24910 }{AT3g30490 }	-1
	11160	3	{At2g24920 }{AT3g30470 }	-1


-block 271
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	11287	0	{At2g28760 }{AT3g46440 }	1
	11290	11	{At2g28830 }{AT3g46510 }	1
	11305	25	{At2g29060 }{AT3g46600 }	1


-block 272
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	11545	0	{At2g37640 }{AT3g55500 }	1
	11550	12	{At2g37710 }{AT3g55550 }	1
	11556	23	{At2g37890 }{AT3g55640 }	-1


-block 273
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	11561	0	{At2g38110 }{AT3g11320 }	1
	11566	17	{At2g38180 }{AT3g11210 }	-1
	11568	7	{At2g38240 }{AT3g11180 }	-1


-block 274
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	11577	0	{At2g38620 }{AT3g54180 }	1
	11578	2	{At2g38630 }{AT3g54190 }	1
	11580	13	{At2g38700 }{AT3g54250 }	1


-block 275
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	11744	0	{At2g41960 }{AT3g58050 }	-1
	11749	3	{At2g41980 }{AT3g58040 }	-1
	11751	5	{At2g42030 }{AT3g58030 }	-1


-block 276
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	11768	0	{At2g42570 }{AT3g14850 }	-1
	11769	11	{At2g42580 }{AT3g14950 }	-1
	11772	3	{At2g42600 }{AT3g14940 }	-1


-block 277
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	11798	0	{At2g43160 }{AT3g59290 }	1
	11806	11	{At2g43230 }{AT3g59350 }	1
	11808	2	{At2g43240 }{AT3g59360 }	1


-block 278
    points   contig1   contig2
        3        2        3

	point	dist	markers	orientation
	11976	0	{At2g47870 }{AT3g62950 }	1
	11977	2	{At2g47880 }{AT3g62960 }	1
	11978	13	{At2g47970 }{AT3g63000 }	1


-block 279
    points   contig1   contig2
       60        2        4

	point	dist	markers	orientation
	12329	0	{At2g16090 }{AT4g34370 }	-1
	12336	22	{At2g16230 }{AT4g34480 }	1
	12339	7	{At2g16280 }{AT4g34510 AT4g34520 }	1
	12340	11	{At2g16370 }{AT4g34570 }	1
	12341	2	{At2g16380 }{AT4g34580 }	1
	12345	23	{At2g16500 }{AT4g34710 }	1
	12346	2	{At2g16510 }{AT4g34720 }	1
	12348	6	{At2g16570 }{AT4g34740 }	1
	12350	16	{At2g16600 }{AT4g34870 AT4g34960 }	1
	12354	12	{At2g16660 }{AT4g34950 }	1
	12358	4	{At2g16700 }{AT4g34970 }	1
	12360	4	{At2g16720 }{AT4g34990 }	1
	12362	3	{At2g16730 }{AT4g35010 }	1
	12365	4	{At2g16750 }{AT4g35030 }	1
	12366	5	{At2g16780 }{AT4g35050 }	1
	12367	5	{At2g16800 }{AT4g35080 }	1
	12370	7	{At2g16850 }{AT4g35100 }	1
	12372	6	{At2g16900 }{AT4g35110 }	1
	12376	21	{At2g17070 At2g17080 }{AT4g35200 AT4g35210 }	1
	12377	3	{At2g17090 }{AT4g35230 }	1
	12378	2	{At2g17100 }{AT4g35240 }	1
	12379	4	{At2g17130 }{AT4g35260 }	1
	12381	3	{At2g17150 }{AT4g35270 }	1
	12383	12	{At2g17260 }{AT4g35290 }	1
	12387	6	{At2g17290 }{AT4g35310 }	1
	12389	18	{At2g17380 }{AT4g35410 }	1
	12390	4	{At2g17390 }{AT4g35450 }	1
	12391	4	{At2g17420 }{AT4g35460 }	1
	12393	3	{At2g17440 }{AT4g35470 }	1
	12395	10	{At2g17530 }{AT4g35500 }	1
	12397	20	{At2g17620 }{AT4g35620 }	1
	12398	2	{At2g17630 }{AT4g35630 }	1
	12399	2	{At2g17640 }{AT4g35640 }	1
	12401	20	{At2g17700 }{AT4g35780 }	1
	12403	5	{At2g17720 }{AT4g35810 }	1
	12404	11	{At2g17760 }{AT4g35880 }	1
	12405	6	{At2g17780 }{AT4g35920 }	1
	12408	5	{At2g17800 }{AT4g35950 }	-1
	12409	6	{At2g17840 }{AT4g35980 }	1
	12410	5	{At2g17860 }{AT4g36010 }	1
	12413	9	{At2g17890 }{AT4g36070 }	1
	12416	5	{At2g17930 }{AT4g36080 }	1
	12417	5	{At2g17970 }{AT4g36090 }	1
	12419	9	{At2g18020 }{AT4g36130 }	1
	12421	7	{At2g18060 }{AT4g36160 }	1
	12422	5	{At2g18080 }{AT4g36190 }	1
	12423	4	{At2g18100 }{AT4g36210 }	1
	12424	11	{At2g18130 }{AT4g36350 }	1
	12426	9	{At2g18140 At2g18150 }{AT4g36430 }	1
	12429	4	{At2g18170 }{AT4g36450 }	1
	12431	5	{At2g18180 }{AT4g36490 }	-1
	12434	23	{At2g18330 }{AT4g36580 }	1
	12435	6	{At2g18360 }{AT4g36610 }	1
	12438	17	{At2g18480 }{AT4g36670 }	1
	12439	5	{At2g18520 }{AT4g36680 }	1
	12440	4	{At2g18540 }{AT4g36700 }	1
	12441	5	{At2g18550 }{AT4g36740 }	1
	12442	8	{At2g18590 }{AT4g36790 }	1
	12443	2	{At2g18600 }{AT4g36800 }	1
	12444	3	{At2g18620 At2g18640 }{AT4g36810 }	1


-block 280
    points   contig1   contig2
       28        2        4

	point	dist	markers	orientation
	12682	0	{At2g23910 }{AT4g30470 }	1
	12683	6	{At2g23940 }{AT4g30500 }	1
	12684	3	{At2g23950 }{AT4g30520 }	1
	12686	2	{At2g23960 At2g23970 }{AT4g30530 AT4g30540 AT4g30550 }	1
	12688	2	{At2g23980 }{AT4g30560 }	1
	12689	7	{At2g24000 At2g24010 }{AT4g30610 }	1
	12691	2	{At2g24020 }{AT4g30620 }	1
	12692	9	{At2g24050 }{AT4g30680 }	1
	12693	14	{At2g24100 }{AT4g30780 }	1
	12694	11	{At2g24150 }{AT4g30850 }	1
	12697	11	{At2g24200 }{AT4g30910 AT4g30920 }	1
	12699	6	{At2g24240 }{AT4g30940 }	1
	12700	10	{At2g24290 }{AT4g30990 }	1
	12702	2	{At2g24300 }{AT4g31000 }	1
	12704	4	{At2g24320 }{AT4g31020 }	1
	12705	8	{At2g24330 }{AT4g31090 }	-1
	12706	10	{At2g24360 }{AT4g31170 }	1
	12709	6	{At2g24370 }{AT4g31220 AT4g31230 }	1
	12710	15	{At2g24420 }{AT4g31340 }	1
	12711	6	{At2g24450 }{AT4g31370 }	1
	12712	10	{At2g24500 }{AT4g31420 }	1
	12715	5	{At2g24530 }{AT4g31440 }	1
	12716	14	{At2g24570 }{AT4g31550 }	1
	12720	10	{At2g24630 }{AT4g31590 }	1
	12722	7	{At2g24640 }{AT4g31670 }	1
	12729	7	{At2g24700 }{AT4g31640 AT4g31650 AT4g31660 AT4g31680 AT4g31690 }	-1
	12730	4	{At2g24710 At2g24720 }{AT4g31710 }	-1
	12731	9	{At2g24800 }{AT4g31760 }	1


-block 281
    points   contig1   contig2
       23        2        4

	point	dist	markers	orientation
	12556	0	{At2g21120 }{AT4g38730 }	1
	12558	2	{At2g21130 }{AT4g38740 }	1
	12559	11	{At2g21190 }{AT4g38790 }	1
	12560	21	{At2g21270 }{AT4g38930 }	1
	12562	5	{At2g21300 }{AT4g38950 }	1
	12565	3	{At2g21320 }{AT4g38960 }	1
	12566	2	{At2g21330 }{AT4g38970 }	1
	12567	5	{At2g21340 }{AT4g39030 }	1
	12568	5	{At2g21380 }{AT4g39050 }	1
	12569	6	{At2g21410 }{AT4g39080 }	1
	12571	3	{At2g21430 }{AT4g39090 }	1
	12576	7	{At2g21480 }{AT4g39110 }	1
	12577	5	{At2g21500 }{AT4g39140 }	1
	12578	2	{At2g21510 }{AT4g39150 }	1
	12581	3	{At2g21520 At2g21540 }{AT4g39170 AT4g39180 }	1
	12583	8	{At2g21590 }{AT4g39210 }	1
	12584	2	{At2g21600 }{AT4g39220 }	1
	12588	21	{At2g21730 }{AT4g39330 }	1
	12589	2	{At2g21740 At2g21750 }{AT4g39340 }	1
	12592	2	{At2g21770 }{AT4g39350 }	1
	12596	13	{At2g21890 }{AT4g39330 }	1
	12598	17	{At2g21910 }{AT4g39480 AT4g39490 AT4g39500 AT4g39510 }	1
	12599	18	{At2g21990 }{AT4g39610 }	1


-block 282
    points   contig1   contig2
       20        2        4

	point	dist	markers	orientation
	12446	0	{At2g18650 }{AT4g30400 }	-1
	12449	13	{At2g18730 }{AT4g30340 }	-1
	12458	12	{At2g18800 }{AT4g30270 AT4g30280 AT4g30290 }	-1
	12460	5	{At2g18840 }{AT4g30260 }	-1
	12462	19	{At2g18960 }{AT4g30190 }	-1
	12463	4	{At2g18980 }{AT4g30170 }	-1
	12465	6	{At2g19010 At2g19050 At2g19060 }{AT4g30140 }	-1
	12466	7	{At2g19090 }{AT4g30130 }	-1
	12468	3	{At2g19110 }{AT4g30110 AT4g30120 }	-1
	12469	2	{At2g19120 }{AT4g30100 }	-1
	12472	8	{At2g19160 }{AT4g30060 }	-1
	12475	5	{At2g19170 }{AT4g30020 }	-1
	12477	5	{At2g19190 At2g19210 At2g19230 }{AT4g29990 }	1
	12478	7	{At2g19240 }{AT4g29950 }	-1
	12481	16	{At2g19330 }{AT4g29880 }	-1
	12482	2	{At2g19340 }{AT4g29870 }	-1
	12483	3	{At2g19350 }{AT4g29850 }	-1
	12484	10	{At2g19390 }{AT4g29790 }	-1
	12494	15	{At2g19500 }{AT4g29740 }	-1
	12495	3	{At2g19520 }{AT4g29730 }	-1


-block 283
    points   contig1   contig2
       18        2        4

	point	dist	markers	orientation
	12741	0	{At2g25060 }{AT4g31840 }	1
	12742	3	{At2g25070 }{AT4g31860 }	1
	12744	2	{At2g25080 }{AT4g31870 }	1
	12746	7	{At2g25130 }{AT4g31890 }	1
	12748	5	{At2g25170 }{AT4g31900 }	1
	12749	3	{At2g25180 }{AT4g31920 }	1
	12750	5	{At2g25190 }{AT4g31980 }	1
	12751	5	{At2g25220 }{AT4g32000 }	1
	12752	14	{At2g25290 }{AT4g32070 }	1
	12753	4	{At2g25300 }{AT4g32110 AT4g32120 }	1
	12754	6	{At2g25340 }{AT4g32150 }	1
	12755	2	{At2g25350 }{AT4g32160 }	1
	12756	16	{At2g25430 }{AT4g32280 }	1
	12757	19	{At2g25520 }{AT4g32390 }	1
	12759	4	{At2g25540 }{AT4g32410 }	1
	12764	8	{At2g25580 }{AT4g32450 }	1
	12766	7	{At2g25600 }{AT4g32500 }	1
	12768	4	{At2g25610 }{AT4g32530 }	1


-block 284
    points   contig1   contig2
       14        2        4

	point	dist	markers	orientation
	12622	0	{At2g22620 }{AT4g37950 AT4g37960 AT4g38030 }	-1
	12623	2	{At2g22630 }{AT4g37940 }	-1
	12624	7	{At2g22660 }{AT4g37900 }	-1
	12628	25	{At2g22800 }{AT4g37790 }	-1
	12631	3	{At2g22810 }{AT4g37770 }	-1
	12632	3	{At2g22830 }{AT4g37760 }	-1
	12635	14	{At2g22900 }{AT4g37690 }	-1
	12636	3	{At2g22910 }{AT4g37670 }	-1
	12640	7	{At2g22950 }{AT4g37640 }	-1
	12642	10	{At2g23060 }{AT4g37580 }	-1
	12645	24	{At2g23170 }{AT4g37390 }	-1
	12648	4	{At2g23190 At2g23220 }{AT4g37310 AT4g37320 AT4g37330 AT4g37340 AT4g37360 AT4g37370 AT4g37400 AT4g37410 AT4g37430 }	-1
	12652	12	{At2g23290 }{AT4g37260 }	-1
	12653	2	{At2g23300 }{AT4g37250 }	-1


-block 285
    points   contig1   contig2
       11        2        4

	point	dist	markers	orientation
	12534	0	{At2g20530 }{AT4g28510 }	-1
	12535	5	{At2g20550 At2g20560 }{AT4g28480 }	-1
	12536	3	{At2g20580 }{AT4g28470 }	-1
	12538	7	{At2g20610 }{AT4g28420 }	-1
	12539	4	{At2g20630 }{AT4g28400 }	-1
	12540	4	{At2g20650 }{AT4g28370 }	-1
	12542	7	{At2g20680 }{AT4g28320 }	-1
	12543	6	{At2g20700 }{AT4g28280 }	-1
	12544	8	{At2g20750 }{AT4g28250 }	-1
	12548	8	{At2g20800 }{AT4g28220 }	-1
	12552	19	{At2g20900 }{AT4g28120 AT4g28130 }	-1


-block 286
    points   contig1   contig2
       10        2        4

	point	dist	markers	orientation
	12497	0	{At2g19670 }{AT4g29510 }	-1
	12499	4	{At2g19680 }{AT4g29480 }	-1
	12500	6	{At2g19710 }{AT4g29440 }	-1
	12502	2	{At2g19720 }{AT4g29430 }	-1
	12503	3	{At2g19730 }{AT4g29410 }	-1
	12504	9	{At2g19760 At2g19770 }{AT4g29340 AT4g29350 }	-1
	12506	10	{At2g19780 }{AT4g29240 }	-1
	12508	8	{At2g19810 }{AT4g29190 }	-1
	12509	5	{At2g19830 }{AT4g29160 }	-1
	12513	6	{At2g19860 }{AT4g29130 }	-1


-block 287
    points   contig1   contig2
        9        2        4

	point	dist	markers	orientation
	12602	0	{At2g22170 }{AT4g39730 }	-1
	12605	6	{At2g22190 }{AT4g39770 }	1
	12606	6	{At2g22240 }{AT4g39800 }	1
	12607	13	{At2g22290 }{AT4g39890 }	1
	12608	4	{At2g22310 }{AT4g39910 }	1
	12609	6	{At2g22330 }{AT4g39950 }	1
	12611	4	{At2g22360 }{AT4g39960 }	1
	12612	5	{At2g22390 }{AT4g39990 }	1
	12613	2	{At2g22400 }{AT4g40000 }	1


-block 288
    points   contig1   contig2
        8        2        4

	point	dist	markers	orientation
	12184	0	{At2g11210 }{AT4g04140 }	-1
	12185	15	{At2g11240 }{AT4g04000 }	-1
	12189	24	{At2g11650 }{AT4g03880 }	1
	12198	23	{At2g12240 At2g12250 At2g12300 }{AT4g03900 AT4g03910 }	-1
	12199	23	{At2g12520 }{AT4g04070 }	1
	12212	21	{At2g13000 At2g13160 At2g13310 }{AT4g04170 }	-1
	12206	12	{At2g13070 }{AT4g04070 }	-1
	12218	4	{At2g13230 At2g13330 }{AT4g04050 AT4g04060 }	1


-block 289
    points   contig1   contig2
        3        2        4

	point	dist	markers	orientation
	12203	0	{At2g12870 }{AT4g03770 }	1
	12214	7	{At2g12920 At2g13210 }{AT4g03800 }	1
	12204	9	{At2g13000 At2g13160 At2g13310 }{AT4g03730 }	1


-block 290
    points   contig1   contig2
        6        2        4

	point	dist	markers	orientation
	12102	0	{At2g06170 }{AT4g04230 }	-1
	12103	17	{At2g06180 }{AT4g04070 }	1
	12109	15	{At2g06410 At2g06450 }{AT4g03980 }	-1
	12108	5	{At2g06430 }{AT4g04010 }	-1
	12110	15	{At2g06470 }{AT4g03840 }	-1
	12117	16	{At2g06720 At2g06800 }{AT4g03900 AT4g03910 }	-1


-block 291
    points   contig1   contig2
        6        2        4

	point	dist	markers	orientation
	12233	0	{At2g13870 }{AT4g04170 }	1
	12235	16	{At2g13890 }{AT4g04310 }	1
	12238	5	{At2g13930 At2g13940 }{AT4g04280 AT4g04380 AT4g04440 }	1
	12244	21	{At2g14030 }{AT4g04140 }	1
	12251	22	{At2g14130 }{AT4g04010 }	-1
	12252	3	{At2g14140 }{AT4g03990 }	-1


-block 292
    points   contig1   contig2
        6        2        4

	point	dist	markers	orientation
	12298	0	{At2g15100 }{AT4g03800 }	-1
	12300	21	{At2g15140 At2g15190 }{AT4g04010 }	-1
	12301	4	{At2g15150 At2g15210 }{AT4g03980 }	-1
	12302	4	{At2g15200 }{AT4g03990 }	-1
	12306	15	{At2g15380 }{AT4g04000 }	1
	12308	19	{At2g15410 }{AT4g03800 }	-1


-block 293
    points   contig1   contig2
        6        2        4

	point	dist	markers	orientation
	12962	0	{At2g34770 }{AT4g20870 }	-1
	12963	5	{At2g34790 At2g34810 }{AT4g20800 AT4g20820 AT4g20830 AT4g20840 AT4g20860 }	-1
	12964	21	{At2g34850 }{AT4g20460 }	1
	12965	9	{At2g34880 }{AT4g20400 }	-1
	12967	9	{At2g34890 }{AT4g20320 }	-1
	12968	24	{At2g34940 }{AT4g20110 }	1


-block 294
    points   contig1   contig2
        6        2        4

	point	dist	markers	orientation
	13172	0	{At2g45750 }{AT4g00740 AT4g00750 }	-1
	13176	14	{At2g45810 }{AT4g00660 }	1
	13177	22	{At2g45880 }{AT4g00490 }	-1
	13179	4	{At2g45890 }{AT4g00460 }	-1
	13181	10	{At2g45960 }{AT4g00430 }	-1
	13184	7	{At2g45970 }{AT4g00360 }	-1


-block 295
    points   contig1   contig2
        5        2        4

	point	dist	markers	orientation
	12050	0	{At2g04770 }{AT4g03900 AT4g03910 }	1
	12058	25	{At2g04950 At2g05010 }{AT4g03980 }	1
	12059	2	{At2g04960 At2g04970 }{AT4g03990 }	1
	12060	3	{At2g04980 }{AT4g04010 }	1
	12066	16	{At2g05200 At2g05290 }{AT4g04000 }	1


-block 296
    points   contig1   contig2
        5        2        4

	point	dist	markers	orientation
	12166	0	{At2g10140 }{AT4g03900 AT4g03910 }	1
	12168	8	{At2g10350 At2g10360 }{AT4g03970 }	1
	12176	13	{At2g10490 At2g10640 }{AT4g03900 AT4g03910 }	1
	12178	9	{At2g10620 At2g10660 At2g10670 At2g10690 At2g10700 At2g10780 }{AT4g03840 }	1
	12174	5	{At2g10630 }{AT4g03900 AT4g03910 }	1


-block 297
    points   contig1   contig2
        5        2        4

	point	dist	markers	orientation
	12195	0	{At2g12210 At2g12220 At2g12390 }{AT4g07750 }	1
	12200	23	{At2g12520 }{AT4g07530 }	1
	12205	15	{At2g13020 }{AT4g07560 AT4g07570 AT4g07590 AT4g07600 AT4g07610 AT4g07620 AT4g07630 AT4g07640 AT4g07660 AT4g07680 }	1
	12207	4	{At2g13070 }{AT4g07530 }	-1
	12215	7	{At2g13250 At2g13260 }{AT4g07560 AT4g07570 AT4g07590 AT4g07600 AT4g07610 AT4g07620 AT4g07630 AT4g07640 AT4g07660 AT4g07680 }	1


-block 298
    points   contig1   contig2
        5        2        4

	point	dist	markers	orientation
	12347	0	{At2g16510 }{AT4g38920 }	-1
	12349	8	{At2g16570 }{AT4g38880 }	-1
	12351	17	{At2g16600 }{AT4g38740 }	-1
	12361	22	{At2g16720 }{AT4g38620 }	-1
	12363	4	{At2g16730 }{AT4g38590 }	-1


-block 299
    points   contig1   contig2
        5        2        4

	point	dist	markers	orientation
	12773	0	{At2g25850 }{AT4g32850 }	-1
	12774	5	{At2g25880 }{AT4g32830 }	-1
	12776	17	{At2g25940 }{AT4g32940 }	1
	12777	19	{At2g26080 }{AT4g33010 }	1
	12778	14	{At2g26190 }{AT4g33050 }	1


-block 300
    points   contig1   contig2
        5        2        4

	point	dist	markers	orientation
	12985	0	{At2g35650 }{AT4g16590 }	1
	12986	20	{At2g35690 }{AT4g16760 }	-1
	12987	17	{At2g35710 }{AT4g16600 }	-1
	12988	12	{At2g35740 }{AT4g16480 AT4g16490 }	-1
	12989	6	{At2g35760 }{AT4g16440 }	-1


-block 301
    points   contig1   contig2
        4        2        4

	point	dist	markers	orientation
	12123	0	{At2g06860 }{AT4g04390 }	1
	12135	16	{At2g07080 }{AT4g04420 }	-1
	12137	13	{At2g07240 }{AT4g04390 }	-1
	12149	24	{At2g07420 At2g07450 At2g07550 }{AT4g04280 AT4g04380 AT4g04440 }	1


-block 302
    points   contig1   contig2
        4        2        4

	point	dist	markers	orientation
	12260	0	{At2g14410 }{AT4g07710 }	-1
	12261	8	{At2g14430 }{AT4g07770 }	1
	12264	3	{At2g14450 At2g14470 }{AT4g07790 }	1
	12272	19	{At2g14640 At2g14650 }{AT4g07830 AT4g07850 }	-1


-block 303
    points   contig1   contig2
        4        2        4

	point	dist	markers	orientation
	12296	0	{At2g15090 }{AT4g34250 }	1
	12303	18	{At2g15300 }{AT4g34220 }	-1
	12312	22	{At2g15480 At2g15490 }{AT4g34130 }	-1
	12313	12	{At2g15530 }{AT4g34040 }	-1


-block 304
    points   contig1   contig2
        4        2        4

	point	dist	markers	orientation
	12519	0	{At2g20230 }{AT4g28770 }	-1
	12520	2	{At2g20240 }{AT4g28760 }	-1
	12521	10	{At2g20290 }{AT4g28710 }	-1
	12524	8	{At2g20340 }{AT4g28680 }	1


-block 305
    points   contig1   contig2
        4        2        4

	point	dist	markers	orientation
	12660	0	{At2g23420 }{AT4g36940 }	1
	12665	24	{At2g23520 }{AT4g37100 }	1
	12667	7	{At2g23550 At2g23560 At2g23570 At2g23580 At2g23610 At2g23620 }{AT4g37140 AT4g37150 }	1
	12669	3	{At2g23630 }{AT4g37160 }	1


-block 306
    points   contig1   contig2
        4        2        4

	point	dist	markers	orientation
	12903	0	{At2g32220 }{AT4g15000 }	1
	12904	12	{At2g32250 }{AT4g15090 }	1
	12907	5	{At2g32260 }{AT4g15130 }	1
	12911	11	{At2g32290 }{AT4g15210 }	1


-block 307
    points   contig1   contig2
        3        2        4

	point	dist	markers	orientation
	12032	0	{At2g04220 }{AT4g12690 }	1
	12034	5	{At2g04280 }{AT4g12700 }	1
	12037	17	{At2g04450 }{AT4g12720 }	1


-block 308
    points   contig1   contig2
        3        2        4

	point	dist	markers	orientation
	12087	0	{At2g05860 }{AT4g07310 }	-1
	12089	14	{At2g05880 }{AT4g07440 }	1
	12091	2	{At2g05890 }{AT4g07450 }	1


-block 309
    points   contig1   contig2
